strain	public-identifier	date	region	country	division	location	gisaid-accession
2000041268	USA/CA-CZB-29300/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701309
2000041288	USA/CA-CZB-29320/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701310
2000036226	USA/CA-CZB-29778/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821407
2000036249	USA/CA-CZB-29801/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821349
2000036229	USA/CA-CZB-29781/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821409
2000043483	USA/CA-CZB-30260/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821410
2000036225	USA/CA-CZB-29777/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821411
2000043484	USA/CA-CZB-30261/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821356
2000043473	USA/CA-CZB-30250/2021	2021-03-17	North America	USA	California	?	EPI_ISL_1821412
2000036260	USA/CA-CZB-29812/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821415
2000036272	USA/CA-CZB-29824/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821416
2000036251	USA/CA-CZB-29803/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821321
2000043472	USA/CA-CZB-30249/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821357
2000036237	USA/CA-CZB-29789/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821417
2000043479	USA/CA-CZB-30256/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821369
2000036268	USA/CA-CZB-29820/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821418
2000036279	USA/CA-CZB-29831/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821335
2000036265	USA/CA-CZB-29817/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821421
2000036244	USA/CA-CZB-29796/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821422
2000043476	USA/CA-CZB-30253/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821403
2000043481	USA/CA-CZB-30258/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821360
2000036277	USA/CA-CZB-29829/2021	2021-02-03	North America	USA	California	?	EPI_ISL_1821423
2000043482	USA/CA-CZB-30259/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821424
2000036218	USA/CA-CZB-29770/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821425
2000036213	USA/CA-CZB-29765/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821318
2000036270	USA/CA-CZB-29822/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821370
2000036216	USA/CA-CZB-29768/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821351
2000036240	USA/CA-CZB-29792/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821429
2000036278	USA/CA-CZB-29830/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821430
2000036215	USA/CA-CZB-29767/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821400
2000036241	USA/CA-CZB-29793/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821316
2000036224	USA/CA-CZB-29776/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821431
2000036259	USA/CA-CZB-29811/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821432
2000036233	USA/CA-CZB-29785/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821343
2000043480	USA/CA-CZB-30257/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821340
2000036212	USA/CA-CZB-29764/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821433
2000036267	USA/CA-CZB-29819/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821435
2000036247	USA/CA-CZB-29799/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821436
2000036230	USA/CA-CZB-29782/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821348
2000036238	USA/CA-CZB-29790/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821438
2000036273	USA/CA-CZB-29825/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821439
2000043485	USA/CA-CZB-30262/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821361
2000043488	USA/CA-CZB-30265/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821440
2000036264	USA/CA-CZB-29816/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821441
2000043469	USA/CA-CZB-30246/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821442
2000036256	USA/CA-CZB-29808/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821444
2000036243	USA/CA-CZB-29795/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821393
2000036219	USA/CA-CZB-29771/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821322
2000036232	USA/CA-CZB-29784/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821446
2000036258	USA/CA-CZB-29810/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821448
2000036220	USA/CA-CZB-29772/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821336
2000036236	USA/CA-CZB-29788/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821449
2000036266	USA/CA-CZB-29818/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821450
2000036274	USA/CA-CZB-29826/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821451
2000036263	USA/CA-CZB-29815/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821452
2000036262	USA/CA-CZB-29814/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821453
2000043470	USA/CA-CZB-30247/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821315
2000036242	USA/CA-CZB-29794/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821456
2000036214	USA/CA-CZB-29766/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821334
2000036254	USA/CA-CZB-29806/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821353
2000043471	USA/CA-CZB-30248/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821345
2000036239	USA/CA-CZB-29791/2021	2021-02-03	North America	USA	California	?	EPI_ISL_1821457
2000036228	USA/CA-CZB-29780/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821395
2000036246	USA/CA-CZB-29798/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821459
2000036211	USA/CA-CZB-29763/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821347
2000036209	USA/CA-CZB-29761/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821462
2000036275	USA/CA-CZB-29827/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821464
2000043478	USA/CA-CZB-30255/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821379
2000036261	USA/CA-CZB-29813/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821465
2000036217	USA/CA-CZB-29769/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821401
2000043475	USA/CA-CZB-30252/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821466
2000036223	USA/CA-CZB-29775/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821467
2000036252	USA/CA-CZB-29804/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821406
2000036269	USA/CA-CZB-29821/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821469
2000036245	USA/CA-CZB-29797/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821471
2000043486	USA/CA-CZB-30263/2021	2021-03-17	North America	USA	California	?	EPI_ISL_1821382
2000036257	USA/CA-CZB-29809/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821352
2000036210	USA/CA-CZB-29762/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821472
2000043477	USA/CA-CZB-30254/2021	2021-03-16	North America	USA	California	?	EPI_ISL_1821364
2000036250	USA/CA-CZB-29802/2021	2021-02-02	North America	USA	California	?	EPI_ISL_1821325
2000036309	USA/CA-CZB-29861/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2658701
2000043431	USA/CA-CZB-30208/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2659277
2000043463	USA/CA-CZB-30240/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2758494
2000044099	USA/CA-CZB-30696/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2758512
2000044118	USA/CA-CZB-30715/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2659566
2000044111	USA/CA-CZB-30708/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2604242
2000044097	USA/CA-CZB-30694/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2758511
1000000194	USA/CA-CZB-12408/2020	2020-08-20	North America	USA	California	?	EPI_ISL_1924614
1000000210	USA/CA-CZB-12412/2020	2020-08-22	North America	USA	California	?	EPI_ISL_1924597
2000029339	USA/CA-CZB-31305/2021	2021-01-20	North America	USA	California	?	EPI_ISL_2228248
2000029315	USA/CA-CZB-31281/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228250
2000029337	USA/CA-CZB-31303/2021	2021-01-20	North America	USA	California	?	EPI_ISL_2228253
2000029364	USA/CA-CZB-31330/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228258
2000029330	USA/CA-CZB-31296/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228260
2000029353	USA/CA-CZB-31319/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228261
2000029321	USA/CA-CZB-31287/2021	2021-01-20	North America	USA	California	?	EPI_ISL_2228268
2000029299	USA/CA-CZB-31265/2021	2021-01-20	North America	USA	California	?	EPI_ISL_2228269
2000029335	USA/CA-CZB-31301/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228272
2000029361	USA/CA-CZB-31327/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228273
2000029312	USA/CA-CZB-31278/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228276
2000029347	USA/CA-CZB-31313/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2758519
2000029324	USA/CA-CZB-31290/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228278
2000029355	USA/CA-CZB-31321/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228281
2000029350	USA/CA-CZB-31316/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228287
2000029334	USA/CA-CZB-31300/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2659334
2000029365	USA/CA-CZB-31331/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228300
2000029348	USA/CA-CZB-31314/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228302
2000029322	USA/CA-CZB-31288/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228306
2000029368	USA/CA-CZB-31334/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228307
2000029358	USA/CA-CZB-31324/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228313
2000029300	USA/CA-CZB-31266/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228316
2000029333	USA/CA-CZB-31299/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228318
2000029363	USA/CA-CZB-31329/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228327
2000029323	USA/CA-CZB-31289/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228329
2000029341	USA/CA-CZB-31307/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228337
2000029354	USA/CA-CZB-31320/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228340
2000029313	USA/CA-CZB-31279/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228345
2000029338	USA/CA-CZB-31304/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228346
2000029366	USA/CA-CZB-31332/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228348
2000029305	USA/CA-CZB-31271/2021	2021-01-20	North America	USA	California	?	EPI_ISL_2228349
2000029340	USA/CA-CZB-31306/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228350
2000029345	USA/CA-CZB-31311/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228353
2000029302	USA/CA-CZB-31268/2021	2021-01-20	North America	USA	California	?	EPI_ISL_2228355
2000029308	USA/CA-CZB-31274/2021	2021-01-20	North America	USA	California	?	EPI_ISL_2228356
2000029292	USA/CA-CZB-31258/2021	2021-01-20	North America	USA	California	?	EPI_ISL_2228358
2000029318	USA/CA-CZB-31284/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228360
2000029327	USA/CA-CZB-31293/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228361
2000029309	USA/CA-CZB-31275/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228369
2000029325	USA/CA-CZB-31291/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228370
2000029346	USA/CA-CZB-31312/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228374
2000029320	USA/CA-CZB-31286/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228376
2000029319	USA/CA-CZB-31285/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228402
2000029359	USA/CA-CZB-31325/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228405
2000029296	USA/CA-CZB-31262/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228406
2000029370	USA/CA-CZB-31336/2021	2021-01-20	North America	USA	California	?	EPI_ISL_2228410
2000029304	USA/CA-CZB-31270/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228414
2000029328	USA/CA-CZB-31294/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228418
2000029369	USA/CA-CZB-31335/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228421
2000029291	USA/CA-CZB-31257/2021	2021-01-19	North America	USA	California	?	EPI_ISL_2228426
2000044065	USA/CA-CZB-30663/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2102741
2000044059	USA/CA-CZB-30657/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102743
2000044060	USA/CA-CZB-30658/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102750
2000044018	USA/CA-CZB-30617/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102754
2000044041	USA/CA-CZB-30640/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102756
2000044079	USA/CA-CZB-30677/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102773
2000044005	USA/CA-CZB-30604/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102775
2000044029	USA/CA-CZB-30628/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102777
2000044082	USA/CA-CZB-30680/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102778
2000044085	USA/CA-CZB-30683/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102780
2000044036	USA/CA-CZB-30635/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102783
2000044023	USA/CA-CZB-30622/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102786
2000044052	USA/CA-CZB-30651/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2102787
2000044017	USA/CA-CZB-30616/2021	2021-03-23	North America	USA	California	?	EPI_ISL_2102789
2000044007	USA/CA-CZB-30606/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102793
2000044081	USA/CA-CZB-30679/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102794
2000044056	USA/CA-CZB-30655/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102799
2000044028	USA/CA-CZB-30627/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2102807
2000044050	USA/CA-CZB-30649/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2102816
2000044046	USA/CA-CZB-30645/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2102818
2000044087	USA/CA-CZB-30685/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102819
2000044076	USA/CA-CZB-30674/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2102829
2000044068	USA/CA-CZB-30666/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102834
2000044051	USA/CA-CZB-30650/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2102835
2000044012	USA/CA-CZB-30611/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102839
2000044066	USA/CA-CZB-30664/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102846
2000044047	USA/CA-CZB-30646/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2102854
2000044088	USA/CA-CZB-30686/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102857
2000044011	USA/CA-CZB-30610/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102860
2000044025	USA/CA-CZB-30624/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102864
2000044027	USA/CA-CZB-30626/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102867
2000044083	USA/CA-CZB-30681/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2102873
2000044080	USA/CA-CZB-30678/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102874
2000044030	USA/CA-CZB-30629/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2102877
2000044073	USA/CA-CZB-30671/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102881
2000044015	USA/CA-CZB-30614/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2102884
2000044086	USA/CA-CZB-30684/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102897
2000044054	USA/CA-CZB-30653/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102900
2000044039	USA/CA-CZB-30638/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102910
2000044035	USA/CA-CZB-30634/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102915
2000044084	USA/CA-CZB-30682/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102921
2000044074	USA/CA-CZB-30672/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2102924
2000044071	USA/CA-CZB-30669/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2102928
2000044042	USA/CA-CZB-30641/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102929
2000044045	USA/CA-CZB-30644/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102934
2000044072	USA/CA-CZB-30670/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102940
2000044058	USA/CA-CZB-30656/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102942
2000044044	USA/CA-CZB-30643/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102944
2000044069	USA/CA-CZB-30667/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102957
2000044024	USA/CA-CZB-30623/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102962
2000044043	USA/CA-CZB-30642/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102965
2000044016	USA/CA-CZB-30615/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102968
2000044040	USA/CA-CZB-30639/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102974
2000044022	USA/CA-CZB-30621/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102977
2000044064	USA/CA-CZB-30662/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102980
2000044049	USA/CA-CZB-30648/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2102983
2000044037	USA/CA-CZB-30636/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102984
2000044070	USA/CA-CZB-30668/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102987
2000044006	USA/CA-CZB-30605/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102989
2000044013	USA/CA-CZB-30612/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102991
2000044020	USA/CA-CZB-30619/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2102993
2000036325	USA/CA-CZB-29877/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102523
2000043445	USA/CA-CZB-30222/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102525
2000043413	USA/CA-CZB-30190/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102527
2000036313	USA/CA-CZB-29865/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102529
2000036319	USA/CA-CZB-29871/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102532
2000036345	USA/CA-CZB-29897/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102535
2000036336	USA/CA-CZB-29888/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102536
2000043405	USA/CA-CZB-30182/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102539
2000043433	USA/CA-CZB-30210/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102540
2000043422	USA/CA-CZB-30199/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102542
2000036342	USA/CA-CZB-29894/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102544
2000036361	USA/CA-CZB-29913/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102545
2000043438	USA/CA-CZB-30215/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102546
2000036366	USA/CA-CZB-29918/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102547
2000036354	USA/CA-CZB-29906/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102548
2000036339	USA/CA-CZB-29891/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102549
2000043435	USA/CA-CZB-30212/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102551
2000043460	USA/CA-CZB-30237/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102552
2000036343	USA/CA-CZB-29895/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102553
2000036316	USA/CA-CZB-29868/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102554
2000036351	USA/CA-CZB-29903/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102556
2000036364	USA/CA-CZB-29916/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102557
2000036324	USA/CA-CZB-29876/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102558
2000036344	USA/CA-CZB-29896/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102559
2000036317	USA/CA-CZB-29869/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102560
2000043421	USA/CA-CZB-30198/2021	2021-03-17	North America	USA	California	?	EPI_ISL_2102562
2000036328	USA/CA-CZB-29880/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102563
2000043459	USA/CA-CZB-30236/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102564
2000036352	USA/CA-CZB-29904/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102565
2000043453	USA/CA-CZB-30230/2021	2021-03-17	North America	USA	California	?	EPI_ISL_2102566
2000036331	USA/CA-CZB-29883/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102567
2000043440	USA/CA-CZB-30217/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102568
2000043425	USA/CA-CZB-30202/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102570
2000043437	USA/CA-CZB-30214/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102572
2000043448	USA/CA-CZB-30225/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102573
2000036329	USA/CA-CZB-29881/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102574
2000043449	USA/CA-CZB-30226/2021	2021-03-17	North America	USA	California	?	EPI_ISL_2102575
2000036346	USA/CA-CZB-29898/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102576
2000036318	USA/CA-CZB-29870/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102578
2000043467	USA/CA-CZB-30244/2021	2021-03-17	North America	USA	California	?	EPI_ISL_2102580
2000036312	USA/CA-CZB-29864/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102581
2000036365	USA/CA-CZB-29917/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102582
2000036370	USA/CA-CZB-29922/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102583
2000043419	USA/CA-CZB-30196/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102584
2000043446	USA/CA-CZB-30223/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102586
2000043454	USA/CA-CZB-30231/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102587
2000036368	USA/CA-CZB-29920/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102589
2000043452	USA/CA-CZB-30229/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102592
2000036306	USA/CA-CZB-29858/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102593
2000036358	USA/CA-CZB-29910/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102594
2000043429	USA/CA-CZB-30206/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102595
2000043406	USA/CA-CZB-30183/2021	2021-03-16	North America	USA	California	?	EPI_ISL_2102597
2000036314	USA/CA-CZB-29866/2021	2021-02-02	North America	USA	California	?	EPI_ISL_2102598
2000045268	USA/CA-CZB-31350/2021	2021-04-18	North America	USA	California	?	EPI_ISL_2102999
2000044113	USA/CA-CZB-30710/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2103000
2000045278	USA/CA-CZB-31360/2021	2021-04-17	North America	USA	California	?	EPI_ISL_2103001
2000045272	USA/CA-CZB-31354/2021	2021-04-18	North America	USA	California	?	EPI_ISL_2103002
2000044123	USA/CA-CZB-30720/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2103004
2000044100	USA/CA-CZB-30697/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2103015
2000045285	USA/CA-CZB-31367/2021	2021-04-17	North America	USA	California	?	EPI_ISL_2103018
2000045264	USA/CA-CZB-31346/2021	2021-04-18	North America	USA	California	?	EPI_ISL_2103019
2000045284	USA/CA-CZB-31366/2021	2021-04-18	North America	USA	California	?	EPI_ISL_2103020
2000044125	USA/CA-CZB-30722/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2103027
2000044127	USA/CA-CZB-30724/2021	2021-03-26	North America	USA	California	?	EPI_ISL_2103032
2000044098	USA/CA-CZB-30695/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2103098
2000044115	USA/CA-CZB-30712/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2103103
2000045276	USA/CA-CZB-31358/2021	2021-04-18	North America	USA	California	?	EPI_ISL_2103107
2000044102	USA/CA-CZB-30699/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2103116
2000044106	USA/CA-CZB-30703/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2103118
2000045280	USA/CA-CZB-31362/2021	2021-04-17	North America	USA	California	?	EPI_ISL_2103119
2000044124	USA/CA-CZB-30721/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2103120
2000044108	USA/CA-CZB-30705/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2103124
2000044128	USA/CA-CZB-30725/2021	2021-03-26	North America	USA	California	?	EPI_ISL_2103128
2000045270	USA/CA-CZB-31352/2021	2021-04-13	North America	USA	California	?	EPI_ISL_2103129
2000045256	USA/CA-CZB-31338/2021	2021-04-17	North America	USA	California	?	EPI_ISL_2103132
2000044120	USA/CA-CZB-30717/2021	2021-03-24	North America	USA	California	?	EPI_ISL_2103135
2000045259	USA/CA-CZB-31341/2021	2021-04-17	North America	USA	California	?	EPI_ISL_2103137
2000044114	USA/CA-CZB-30711/2021	2021-03-25	North America	USA	California	?	EPI_ISL_2103139
2000045262	USA/CA-CZB-31344/2021	2021-04-17	North America	USA	California	?	EPI_ISL_2103140
